Text,Label,Predicted Senti 
"انتهيت من قراءة كتاب حدائق الأحزان؛ إيران و ولاية الفقيه للباحث مصطفى اللباد . كتاب مهم و مفيد جدا من حيث المعلومات و المحتوى و المضمون . يركز الكتاب تحديدا على مفهوم و نشأة نظرية ولاية الفقيه و دورها الأساسي في قيام جمهورية إيران الاسلامية على يد الخميني .. كتاب يتسم بالحيادية. كما أنه يوفر تتبعا باهرا لتطور نظرية ولاية الفقيه تاريخيا وسياسياو يعتبر مدخل لفهم السياسة الإيرانية ومبدأ ولاية الفقية.. يبدأ الكتاب بشرح الخلفية التاريخية للشيعة مع سرد مدهش لتطور علاقة الأئمة بالسلطة في الدولة الايرانية عبر العصور. ثم يعرض معنى ولاية الفقيه ودور الإمام الخميني في تطوير هذه النظريةو وصول نظام ولاية الفقية الى السلطة واستبعاد كل الأحزاب والتيارات السياسية الأخرى حيث خط الاستخلاف و أصل الحاكمية حسب نظرية ولاية الفقيه : الله الوحي الرسول النص الامام النيابة العامة الفقيه. و بما ان وجود أهل البيت لم يعد واضحا و بما أن العلماء هم ورثة الأنبياء، اذن .. الحوزة العلمية الشيعية هي المسؤولة عن قيادة الأمة الاسلامية ممثلة بولاية الفقيه . و يلقي الضوء على انتقال السلطة بعد وفاة الخميني إلى خامنئي ثم يشرح دور الرئيس السابق خاتمي في تطوير الخطاب الديني وخصوصا الجانب الفلسفي التنويري و إخفاقه في الجانب الاقتصادي وينتهي الكتاب بشرح التحديات السياسية التي تواجه إيران حاضرا ومستقبلا.. كتاب مهم و مفيد جدا بعرض موضوعي و حيادي. انصح بقراءته
",Positive,Positive
"كم هو غريب هذا الانسان الاناني لايصحى ضميره الحي إلا بعد فوات الأوان رواية مؤثره مؤلمة حد النخاع :
",Positive,Positive
"قراءة بسيطة في فلم لاتقرأ اذا كنت لم تشاهد الفلم .... الفيلم يجب أن تشاهده أكثر من مرة لأن أحداثه معقدة للغاية و قد شاهدته إلى الآن فى حدود مرات و مازال هناك أشياء غائبة عنى و لم أجد لها تفسير دونى داركو الشاب المعقد ويستخدم الكثير من الأدوية و يسير أثناء نومه يأتيه أرنب كبير و مخيف اسمه فرانك ويطلب منه أن يتبعه و يخبره أن العالم سينتهى بعد يوم و سبب ذلك هو سقوط محرك طائرة التى تركبها أمه و أخته فى المستقبل عبر الثقب الأسود و يصل إلى غرفة دونى الذى كما قلنا أنقذه فرانك من الموت بجعله يتبعه بسبب سقوط هذا المحرك من المستقبل يتكون عالم آخر سيستمر ل يوم و ينتهى و ينتهى معه العالم الأساسى المتوقف لأن الثقب الأسود سيبتلعه يقود فرانك الذى نعلم فيما بعد أنه مجرد شاب مراهق يرتدى زى تنكرى لأرنب دونى لكى يرتكب عدة أشياء ليجعل أمه و أخته يركبان تلك الطائرة و بالتالى سيسقط المحرك فى الثقب الأسود مرة أخرى و يغلق للأبد طبعا هذا هو جزء من القصة الأساسية فأيضا هناك علاقة الحب بين جريتشن و دونى و هى التى تشجعه على القيام بهذه المهمة الخطيرة التى من الممكن أن يفقد بها حياته فى هذا الشرح المتواضع للغاية مجرد خطوط صغيرة لمحور الفيلم الأساسى الذى يجب عليك ان تشاهده حتى تفهمه
",Positive,Positive
"لطيف وسلس ويوجه رسائل مهمة لجميع الأطراف .
",Positive,Positive
"خياري الاول للإقامة في الخبر . الغرف وسيعة جدا موقع الفندق. طراز الفندق قديمالفطور غير متجدد
",Positive,Positive
"فندق قمة في الروعة والهدوء والخدمة السريعة والفطور الممتاز . اعجبني السرعة في الاستجابة لتنظيف الغرفة والفطور كان لذيذ وجود اشخاص يتكلمون اللغة العربية وهذا فوق الممتاز الفندق جميل جدا وعليه عليه اي كلام .. زيادة قنوات التلفزيون للافلام
",Positive,Positive
"هذا يندرج تحت تصنيف الكتب المقدسة فعلا.
",Positive,Positive
"ممتاز. الفندق بشكل عام جميل جدا. واجهة مشكلة في سرعة استجابة المغسلة لأخذ الملابس
",Positive,Positive
"جيده . الموقع. النت برسوم وضعيف بعد والاثاث يحتاج تجديد
",Positive,Positive
"فندق يستحق التجربه . فندق رائع فعلآ نجوم موظفين الاستقبال مبتسمين وخدومين الى ابعد حد خاصة عمر او عمار عربي الجنسيةخدمة الغرفة رائعه والنظافه ممتازه والامن على مستوى عالي ويوجد مصلى داخل الفندق للرجال والنساء وهذه الخدمه اول مره اشوفها في فنادق دبيقريب جدآ من الخدمات مثل المطاعم والسوبر ماركت والصيدلية ومكتب سفريات شكرا راديسون رويال. وجود نادي ليلي او مطعم يعمل سهرات يوميا في الفندق الدور الرابع ومدخل الزوار مع مدخل السكان ونفس اللفت يخدم الجميع وكل فندق نجوم هذه مميزاتهعدم وجود شطاف في الغرفهولكن هذا لايقلل من فخامته وراحته
",Positive,Positive
"ربي يوفقكم . . بعيد و ما في فطور
",Positive,Negative
"أحببت صدق و سلاسة اللغة بالرغم من ألم و بشاعة المشاهد..نقلت الكاتبة تقلباتها النفسية من بداية الثورة بشكل مذهل.و نقلت المشاهد بواقعية ممزوجة بشاعرية كبيرين.لا أنكر أني شعرت بالرعب و أنا أقرأ و بكيت مرات عديدة ألما..
",Positive,Positive
"هذه الرواية الصغيرة الحجم الشديدة الجمال الباذخة العاطفة والمليئة بالاستعارات الرقيقة والمقاطع الشاعرية والحوارات القصيرة العميقة ، الرواية تحكي قصة صياد السمك الذي أصبح ساعي بريد الشاعر العظيم الحائز على نوبل للآداب بابلو نيرودا ، قصة حب ساعي البريد وحياته التي تبدلت تماما بعد اقترابه من وهج الشعر والعشق ، قصة قرية الصيادين التي تمثل الحياة في تشيلي بين فوز الليندي بالرئاسة ووصول اليسار إلى الحكم والانقلاب الذي توفي الشاعر بعده بأيام ،، رواية آسرة فعلا بشخصياتها القليلة ولغتها البديعة
",Positive,Positive
"أعجبت كثيرا بالأسلوب الإنشائي الغير الكلاسيكي لأحمد مراد لكن وصفه لما يدور في خياله حين يتعاطى كان مبتذلا جدا.. صوره الخيالية لم أستطع رؤيتها أو الاقتراب منها حتى... أحببت أطوار االقصة.. أحببت الطريقة التي جعلني فيها أحمد أشك في كل شيء.. رواية ممتازة. لولا المبالغة في التيه الخيالي لاستحقت الخمس نجوم
",Positive,Positive
"مصطفى محمود هنا يأخذ بيدي القارئ و يجعله يبحر عبر خطوط. تبدو لا مترابطة للوهلة الأولى ثم تكتشف أن الجامع بينها جميعها. هو لغز الموت. كتاب مدهش يجمع بين الفلسفة و النظريات العلمية. و الكثير من الروحانية بصورة لا متوقعة.
",Positive,Positive
