Original Tag,Senti Score,Original Text 
Negative,Negative,"أسوأ فندق فور سيزونز على هذا الكوكب مبنى وغرف جميلة، ولكن الخدمة سيئة للغاية من موظفين غير مدربين. ومن الواضح أن المكان بحاجة إلى مدير عام جديد الموظفون ودودون ولكن ليس لديهم أدنى فكرة عن الأساسيات. نسيت موعد الإغلاق في أول ليلة. لا يوجد استبدال لمحتويات الثلاجة الصغيرة أو الثلج أو القهوة. موظفون غير كافيين عند مكتب تسجيل الخروج ولا توجد أيضا سيارات كافية للفندق، وغالبا ما تكون هناك طوابير طويلة لانتظار سيارات الأجرة. المطعم الرئيسي بنظام البوفيه فقط وليس بنظام الصحن. تجادلت مع السقاة في البار أنهم أغلقوا قبل الموعد بخمس عشرة دقيقة. مكان مزعج تماما. لن أعود أبدا.
"
Negative,Positive,"لم اتخيل بان نهايتها ستكون بهذا السوء ابدا . . النجمة الثانية لاني استمتعت بقرائتها فقط لا غير
"
Negative,Negative,"وجبة خفيفة و لذيذة لمن يعاني من أعراض الاكتئاب ... مجموعة تدوينات لفتاة شقية لكنها رومانسية ... أسلوب ناعم بنكهة طفولية عفوية .. بسيط و قريب من القلب ... لكني و رغم كل ما سبق أجد الكتاب عاديا .. يأخذ حيزا أكبر من حجمه و قدرا لا يستحقه من ضجة الشهرة ..
"
Negative,Negative,"ما معنى ان تكون وحيدا ،،، الكتاب يمكن اعتباره كفاصل ، ان كنت غارقا فالاديولوجيا ، يمكن أن تطالع مجموعة النصوص هذه كراحة ، ان كنت مكتئبا ، ستزيد حالتك اسوء .. الكتاب سوداوي ، و هو اساسا مجموعة من الأقوال حول الحب و الاصدقاء و الرحيل و الغدر .... عدد قليل من الاوراق و جرعة مفزعة من الألم ..
"
Negative,Negative,"ضعيف جدا. لم نستطيع الجلوس بسبب سوء الخدمة وقيام احد العمال رفع صوته بكل وقاحة. طريقة التعامل وسوء النظافة لا يستحق نجمة
"
Negative,Positive,"مخيب للأمل. بشاشت العاملين. عدم وجود مواقف الاسره والفرش قديم عند الحجز يتم الخصم من بطاقة الائتمان وعند المغادرة يطلب منك الدفع كاش وتنتظر مده حتى يتم إرجاع المبلغ إلى بطاقة الائتمان
"
Negative,Positive,"الكتاب جيد لكني لست معنية به، يهم السلفيين الممانعيين للديمقراطية بالدرجة الأولى. ملوحظتي عليه أنه يورد عدد من الأدلة والحوادث والإحصائيات دون إحالتها لمراجع. أيضا يبدو لي أن الموضوع بحاجة لبحث علمي/شرعي مطول ومتعمق لتأصيل هذه المقاربة
"
Negative,Negative,"خواطر مليئة بالأسى.. الذي أثار إنتباهي أن عنوان الخاطرة كان غالبا ما يشدني إلا أن محتواها لا يفعل بي نفس التأثير.. إستوقفتني هذه العبارة لتعيدني لذكرى دائما ما أحاول نسيانها:. ..في الحياة أشياء لا تنتظر قد يفوتك قطار فتركب القطار الذي يليه . ..قد يكون التالي أفضل لكنه يبقى في النهاية اختيارك الثاني. .وحتى لو أدركت أن الأول أفضل فإنك لن تدركه أبدا مهما فعلت. باختصار هي خواطر قصيرة تصلح لأن تكون جرعه خفيفة.. لن تأخذ أكثر من ربع ساعة... ليت الخواطر أكثر من هذا أو أطول.. بالتوفيق:
"
Negative,Positive,"لعلني لم أقرأ بعين القلب،وأنا أقلب صفحات الرواية.. أو أنني ببساطة القول لست ممن تغويهن العنواين وتسحرهن كلمة الحب بحد ذاتها دون ملامسة الأثر فلعلي لم أحسن الإختيار..فلم تقنعني تلك العلاقة التي ربطت ما بين الرومي وشمس، بل لم أفهم ما المغزى منها..ورأيت في تضحية إيلا لملاقاة عزيز تجسيد حقيقي لمعنى الحب،مع بعض التحفظات..لم أنبهر بسطور كثيرة، لكن آخرها لخص الجوهر في نظري : يصبح الكون مختلفا عندما تعشق النار الماء .
"
Negative,Positive,"على الرغم من سلاسة أسلوب أثير .. إبداعها في ترتيب الجمل ... قرأت نصف الكتاب مجبرة ... كرهت ضعف جمانة .. و إسم عزيز. و بين التكرار و التكرار. والسرد و الإطالة التي قتلت الفكرة. قررت أن أتوقف .. بكل أسف
"
Negative,Negative,"سيء ولا انصح به للعوائل . . التكييف سيء جداطاقم العمل سيء في التعامل
"
Negative,Negative,"الروايه مش عجبتني فيها أحداث داخله في بعضها كدا وبعض الحاجات الغير منطقيه أصلا وحاجات ملهاش علاقه بالموضوع .. من الآخر مش شديتني لدرجه إني لما كنت بسيبها مكنتش بتشد أوي إني أكملها بس كملتها عشان كنت عاوزه أعرف أخيرها ايه .... بس دا ميمنعش انها روايه جيده بس بالنسبالي مش حبيتها اوي الصراحه
"
Negative,Negative,"قصة فارغه
"
Negative,Negative,"مغرقه بالتشاؤم
"
Negative,Negative,"الغلاف المطاطي سقط بعد اول استخدام له من الجودة الرديئة للتصنيع
"
Negative,Negative,"ضعيف المستوى . . المستوى بصفة عامة ضعيف، لا يستحق نجوم، الفندق بصفة عامة يحتاج الى التجديد
"
Negative,Negative,"تمنيت في تلك الأيام أن أجد كتاب بحجم عنوانه. أدرك تماما بعد القراءة أن الكتاب يجول في المدح و الثناء و هو ثناء يستحق أكثر منه رسول الهدى صلى الله عليه وسلم. ولكن عنوانه جذبني لشرائه و معرفة شي من الاستنتاجات من سيرته لكن آسفني أنني لم أجد ضاتي وإن كنت أعترف بإستفادتي من عدة محاور أضافت لي شيئا . شكرا د. عائض
"
Negative,Negative,"إقامة سيئة . . كانت الإقامة سيئة بسبب تدني مستوى النظافة...سواء في اللوبي أو في الغرفة كانت هناك روائح وأتربةوالأرضيات متسخةستارة الغرفة تفوح منها رائحة الغبار، ناهيك عما ورائها فقد كانت النافذة بشعة المنظرستارة البانيو لم أستطع إكمال حمام الاستحمام بسبب رائحتها النتنةأما المفرش فهو قصة أخرى، لقد وجدت فيه بقايا شعر بالإضافة إلى أنه متهالك جدا....لن أكرر زيارة هذا الفندق
"
Negative,Positive,"الموقع غير مريح والخدمات غير مرضيه ولايوجد مواصلات . معاملة موضفين الاستقبال زغت وغير حضاريه. لم يتعاملون مع الزبون بلطف وبادب
"
Negative,Negative,"انتباه اسكن من عام وكل سنة في تطور مستمر الملاحظ الان انه اسواء فندق انا نزلت من تاريخ / / حتى / / مشاكل كثيرة مع النزلاء الامن يتدخل في كل شئ لايستطيع اي زائر ان يكون مرتاح لدى النزيل.لايكون لديك خصوصية طرق الباب من عامل النظافة وعامل الميني بار صراحة الامن غير مدرب على العمل بالفندق يتدخلوون في كل شئ لايستطيع الزوار ان يكوونوا مرتاحين مشاكل مع بوليس الاداب بدون مبررات مسئول الامن نايم طول الوقت صراحة لايوجد راحة نفسية في هذا الفندق الامن الامن الامن الامن الامن الامن هم مشكلة هذا الفندق يجب تغييرهم او تثقيفهم انه فندق لراحة السائح وليس سجن له
"
