Original Text,Original Tag,Senti Score 
"رواية عجيبة. تحمل كم من المشاعر غير عادى وبتتنقل بينها بسلاسة وبتربط بينها ببراعة. عجبنى كل ابطال الرواية بضعفهم وقوتهم وعيوبهم ومميزاتهم. حتى الناس اللى قابلهم على القهوة عجبونى..هم الخلطة السحرية للشعب المصرى. ثقة البطل بحبه لسارة ولوطنه ولصاحبه هى نقطة قوته. اعترافه بضعفه ومشاعر الانسانية وغيرته على اللى ضيعه من ايده. محاولة البطل انه يثبت لوطنه انه بيحبه رغم الجرح ورغم القسوة كلنا هذا الرجل ياصيدقى. ربط مأسى الوطن العربى بمأسى مصر بمأسى كل الابطال فكرة عبقرية بجد. تحياتى
",Positive,Positive
"فندق الراحه والجمال . كل شي جميل في الفندق. لاشئ
",Positive,Positive
"ممتاز. الاستقبال. النظافه
",Positive,Positive
"صدق من قال... لتفهم القرآن،عليك بقراءة السيرة النبوية . إنها سيرة رسول الله صلى الله عليه وسلم التي هي أعظم سيرة عرفها التاريخ البشري في قدمه وحاضره ومستقبله..كيف لا وسيرته وثقت بكتاب الله عز وجل، إنها لمحفوظة في القرآن الكريم... . هذا النبي الأمي محمد ابن عبد الله صلى الله عليه وسلم كان حقا بشرا من البشر.
",Positive,Positive
"ممتاز. . عند طلب نظافة الغرف ، لم تتم بطريقة تلائم فنادق ال نجوم
",Positive,Positive
"فندق و طاقم عاملين ممتازين لقد قضيت وقتا رائعا في أثناء بقائي في هذا الفندق. كان الموظفون ودودون للغاية و مرحبين. أود أن أمكث هنا مرة أخرى. كان الفندق نظيفا جدا و وجبة الإفطار كانت ممتازة. شكرا لكم مرة أخرى على التجربة الرائعة.
",Positive,Positive
"جيد جدا. موقع الفندق ممتاز جدانظافة الغرفةاسعار المطعم غالية لكن تستاهل. تعامل موظفين الاسقبال بطى عند استلام الغرفهمواقف السيارات غير كافية
",Positive,Positive
"من المؤسف ان يعرف اعداء الاسلام قدره ولا يعرفه المسلمون فلقد علموا منذ بدايه الدعوه ان الاسلام دين اجتياحي بطبعه لا يرفضه الا اصحاب النفوس المعوجه فهو دين يتسق مع الفطره النقيه السليمه التي فطرت علي الحق ولم تلوث بداء الكبر.. فهو دين يخاطب العقل البشري ويقدره ويحترمه ويسعي الي سمو روح الانسان التي تسعي دائما الي ايجاد شيء غيبي تتعلق به لكي تملإ الفراغ الذي بداخلها كما انه لا ينأي بنفسه عن خزعبلات اليهود والنصاري الذين لايملكون شيء من دينهم الا ان يقنعوا معتنقيه انهم فقط عليهم ان يعتقدوا في الصلب والخلاص اما غير ذلك فليس هناك شيء أما السلام فلقد قدم للانسان نظام كامل دين ودنيا ويدفع الانسان دائما الي التسأل والبحث ليس فقط ان يؤمن بما يقال دون إعمال عقله.. ولذلك قد حيكت له المؤامرات منذ اللحظه الاولي التي امر اللي فيها نبيه بأن يصدع بما يؤمر وأن ينذر عشيرته الاقربين فقد كانت الحرب الضروس مذ ذلك الحين وعلي مدار أكثر من سنه شهدنا ان الحرب لا تضع أوزارها منذ غزوه بدر ومرورا بحروب الرده وما الحروب الصليبيه القديمه والحديثه عنا ببعيد .. ولكن مما يندي له الجبين ان الحرب بدأت تأخذ منحني اخر اكثر خطوره فبدلا من ان كنا قديما نحارب اشخاصا لا ينتمون الي ديننا ولا الي جنسنا اصبحنا اليوم نحارب من هم ابناء جلدتنا يتكلمون بألسنتنا ويدينون بديننا ولكنهم خنجر في ظهر الاسلام ولا شك ان هؤلاء الذين باعوا أنفسهم للأطماع الصليبيه واليهوديه أحدثوا لا أقول في الاسلام بل في المسلمين من النكايات ما عجز عنه أعداء الاسلام قرون عده لذا كان لابد أن نواجه هؤلاء وتكون حربنا معهم قبل ان تبدأ معركتنا مع من سواهم فلابد أولا من تطهير الصف قبل بدأ المعركه.. ويبقي السؤال الذي يتردد دائما أما لهذا الحقد من اخر ؟؟؟. الجواب لا فهؤلاء يدركون انها معركه فاصله لابد ان ينتصر فيها واحد فقط . فمتي ندرك نحن ذلك ؟؟؟؟؟
",Positive,Negative
"جيد. الغرف مرتبة و الصوفه مريحه للاطفال و مستوى النظافه عالي. مساحة الغرفه ضيقه جدا و المواقف لسيارة في القبو ضيقه ولا تصلح لسيارات العالئليه الكبير و المواقف الخارجية غير مظللة و موقع الحجز أعطاني الفندق خيار الإقامة ل بالغين و أطفال لكن للأسف الغرفه تناسب فقط طفلين مع بالغين و ذلك اصغر حجم الغرفه
",Positive,Positive
"تم التعاقد مع الفندق . تنظيم وراحه وهدوء.. لا شيء.
",Positive,Positive
"اول مرة اقرأ لدعاء وبالبداية ابدا لم اكن متشجعة للقراءة بسبب الملل والقرف في بعض الاحيان من الروايات الرومانسية التي تحول الحب الى رغبة والمرأة الى جسد .. في البداية وجدت الرواية عادية واعتقدت ات قرائتها قد تأخذ ايام .. بعد عدة صفحات تحولت الى ادمان عندي فأنهيتها بساعات قليلة وللمرة الاولى .. لم اشعر بأن المرأة فقط جسد ولم يتحول الحب الى رغبات فقط واسلوب دعاء شيق جدا لايمكن ان تتوقع الاحداث تعيش مع الابطال في كل كلمة وتتعاطف مع الجميع. ايضا حافظت دعاء ع تعاليم دينها وكان هذا امر رائع قلما نجده واثبتت ان في الاسلام هناك مبدعون دون اسفاف والفاظ جارحة وكتابات تافهة ومثيرة للشهوات من دون نفع .. ديننا يشجع الابداع الحقيقي .. دعاء جمعت مابين الاسلوب الشيق والرائع والمتماسك ومابين الكتابة الجميلة الرقيقة البعيدة عن الاسفاف. لاول مرة اعشق رواية لهذه الدرجة بالنسبة لي تستحق عشرة نجوم .. وعندي امل ان يكون عصر مبدعين ك دعاء وامثالها قريب وننتهي من عصر العبارات الجميلة دون معنى
",Positive,Positive
"رائع، يستحق أن يكون أعلى التصنيفات يسهل العثور عليه بالقرب من المحطة يمكن الوصول سيرا على الأقدام بعد مكتب البريد وخلف مطعم ساندويتشات صب واي العملاق المكان نظيف وهناك عملية تجديد تجري على قدم وساق. كان الفندق مرحبا وكان فريق العمل ودودا والغرفة حديثة ونظيفة جدا. واي فاي مجاني في جميع الأنحاء اسأل مكتب الاستقبال عن كلمة المرور . غرفة إفطار حديثة ونظيفة مع مجموعة ممتازة من الأطعمة. كانت غرفتنا في الأمام قليلا وهو ما سبب قليلا من الضوضاء بسبب حركة المرور ولكنه شيء لا يذكر مقارنة بالأماكن الأخرى التي أقمنا بها سنضع هذا الفندق بالتأكيد في اعتبارنا عندما نعود مرة أخرى إلى مدينة دوسلدورف.
",Positive,Positive
